territori,tipus_de_territori,nacionalitat_espanya_ue_resta_estranger,any,poblacio
el raval,Barri,Resta del món,2024,19440.0
el raval,Barri,No consta,2024,20.0
el barri gotic,Barri,Espanya,2024,8612.0
el barri gotic,Barri,Resta de la Unió Europea,2024,3402.0
el barri gotic,Barri,Resta del món,2024,15200.0
el barri gotic,Barri,No consta,2024,8.0
la barceloneta,Barri,Espanya,2024,8247.0
la barceloneta,Barri,Resta de la Unió Europea,2024,2675.0
la barceloneta,Barri,Resta del món,2024,3603.0
la barceloneta,Barri,No consta,2024,
sant pere santa caterina i la ribera,Barri,Espanya,2024,11653.0
sant pere santa caterina i la ribera,Barri,Resta de la Unió Europea,2024,4479.0
sant pere santa caterina i la ribera,Barri,Resta del món,2024,6338.0
sant pere santa caterina i la ribera,Barri,No consta,2024,
el fort pienc,Barri,Espanya,2024,23311.0
el fort pienc,Barri,Resta de la Unió Europea,2024,3788.0
el fort pienc,Barri,Resta del món,2024,9010.0
el fort pienc,Barri,No consta,2024,10.0
la sagrada familia,Barri,Espanya,2024,37999.0
la sagrada familia,Barri,Resta de la Unió Europea,2024,4684.0
la sagrada familia,Barri,Resta del món,2024,10131.0
la sagrada familia,Barri,No consta,2024,11.0
la dreta de leixample,Barri,Espanya,2024,30939.0
la dreta de leixample,Barri,Resta de la Unió Europea,2024,5932.0
la dreta de leixample,Barri,Resta del món,2024,8004.0
la dreta de leixample,Barri,No consta,2024,12.0
lantiga esquerra de leixample,Barri,Espanya,2024,30574.0
lantiga esquerra de leixample,Barri,Resta de la Unió Europea,2024,4691.0
lantiga esquerra de leixample,Barri,Resta del món,2024,8529.0
lantiga esquerra de leixample,Barri,No consta,2024,14.0
la nova esquerra de leixample,Barri,Espanya,2024,44384.0
la nova esquerra de leixample,Barri,Resta de la Unió Europea,2024,4412.0
la nova esquerra de leixample,Barri,Resta del món,2024,9481.0
la nova esquerra de leixample,Barri,No consta,2024,22.0
sant antoni,Barri,Espanya,2024,27923.0
sant antoni,Barri,Resta de la Unió Europea,2024,3575.0
sant antoni,Barri,Resta del món,2024,7189.0
sant antoni,Barri,No consta,2024,11.0
el poble sec,Barri,Espanya,2024,25210.0
el poble sec,Barri,Resta de la Unió Europea,2024,4315.0
el poble sec,Barri,Resta del món,2024,9643.0
el poble sec,Barri,No consta,2024,9.0
la marina del prat vermell,Barri,Espanya,2024,1513.0
la marina del prat vermell,Barri,Resta de la Unió Europea,2024,129.0
la marina del prat vermell,Barri,Resta del món,2024,335.0
la marina del prat vermell,Barri,No consta,2024,
la marina de port,Barri,Espanya,2024,24805.0
la marina de port,Barri,Resta de la Unió Europea,2024,973.0
la marina de port,Barri,Resta del món,2024,5181.0
la marina de port,Barri,No consta,2024,
la font de la guatlla,Barri,Espanya,2024,7877.0
la font de la guatlla,Barri,Resta de la Unió Europea,2024,710.0
la font de la guatlla,Barri,Resta del món,2024,2105.0
la font de la guatlla,Barri,No consta,2024,7.0
hostafrancs,Barri,Espanya,2024,11548.0
hostafrancs,Barri,Resta de la Unió Europea,2024,1277.0
hostafrancs,Barri,Resta del món,2024,3364.0
hostafrancs,Barri,No consta,2024,
la bordeta,Barri,Espanya,2024,16249.0
la bordeta,Barri,Resta de la Unió Europea,2024,908.0
la bordeta,Barri,Resta del món,2024,3232.0
la bordeta,Barri,No consta,2024,
sants badal,Barri,Espanya,2024,19211.0
sants badal,Barri,Resta de la Unió Europea,2024,1014.0
sants badal,Barri,Resta del món,2024,4704.0
sants badal,Barri,No consta,2024,
sants,Barri,Espanya,2024,33233.0
sants,Barri,Resta de la Unió Europea,2024,2661.0
sants,Barri,Resta del món,2024,11152.0
sants,Barri,No consta,2024,17.0
les corts,Barri,Espanya,2024,38627.0
les corts,Barri,Resta de la Unió Europea,2024,2239.0
les corts,Barri,Resta del món,2024,5861.0
les corts,Barri,No consta,2024,13.0
la maternitat i sant ramon,Barri,Espanya,2024,19982.0
la maternitat i sant ramon,Barri,Resta de la Unió Europea,2024,1041.0
la maternitat i sant ramon,Barri,Resta del món,2024,3288.0
la maternitat i sant ramon,Barri,No consta,2024,
pedralbes,Barri,Espanya,2024,9771.0
pedralbes,Barri,Resta de la Unió Europea,2024,980.0
pedralbes,Barri,Resta del món,2024,1747.0
pedralbes,Barri,No consta,2024,
vallvidrera el tibidabo i les planes,Barri,Espanya,2024,4013.0
vallvidrera el tibidabo i les planes,Barri,Resta de la Unió Europea,2024,463.0
vallvidrera el tibidabo i les planes,Barri,Resta del món,2024,424.0
vallvidrera el tibidabo i les planes,Barri,No consta,2024,
sarria,Barri,Espanya,2024,20736.0
sarria,Barri,Resta de la Unió Europea,2024,1941.0
sarria,Barri,Resta del món,2024,2433.0
sarria,Barri,No consta,2024,
les tres torres,Barri,Espanya,2024,14187.0
les tres torres,Barri,Resta de la Unió Europea,2024,801.0
les tres torres,Barri,Resta del món,2024,1403.0
les tres torres,Barri,No consta,2024,
sant gervasi la bonanova,Barri,Espanya,2024,22010.0
sant gervasi la bonanova,Barri,Resta de la Unió Europea,2024,1552.0
sant gervasi la bonanova,Barri,Resta del món,2024,3186.0
sant gervasi la bonanova,Barri,No consta,2024,
sant gervasi galvany,Barri,Espanya,2024,39361.0
sant gervasi galvany,Barri,Resta de la Unió Europea,2024,3360.0
sant gervasi galvany,Barri,Resta del món,2024,5663.0
sant gervasi galvany,Barri,No consta,2024,14.0
el putxet i el farro,Barri,Espanya,2024,24484.0
el putxet i el farro,Barri,Resta de la Unió Europea,2024,2268.0
el putxet i el farro,Barri,Resta del món,2024,3576.0
el putxet i el farro,Barri,No consta,2024,7.0
vallcarca i els penitents,Barri,Espanya,2024,13366.0
vallcarca i els penitents,Barri,Resta de la Unió Europea,2024,1133.0
vallcarca i els penitents,Barri,Resta del món,2024,2178.0
vallcarca i els penitents,Barri,No consta,2024,
el coll,Barri,Espanya,2024,6184.0
el coll,Barri,Resta de la Unió Europea,2024,492.0
el coll,Barri,Resta del món,2024,1267.0
el coll,Barri,No consta,2024,
la salut,Barri,Espanya,2024,11010.0
la salut,Barri,Resta de la Unió Europea,2024,974.0
la salut,Barri,Resta del món,2024,1693.0
la salut,Barri,No consta,2024,
la vila de gracia,Barri,Espanya,2024,36907.0
la vila de gracia,Barri,Resta de la Unió Europea,2024,6174.0
la vila de gracia,Barri,Resta del món,2024,7977.0
la vila de gracia,Barri,No consta,2024,17.0
el camp den grassot i gracia nova,Barri,Espanya,2024,27941.0
el camp den grassot i gracia nova,Barri,Resta de la Unió Europea,2024,3011.0
el camp den grassot i gracia nova,Barri,Resta del món,2024,5452.0
el camp den grassot i gracia nova,Barri,No consta,2024,8.0
el baix guinardo,Barri,Espanya,2024,20886.0
el baix guinardo,Barri,Resta de la Unió Europea,2024,1681.0
el baix guinardo,Barri,Resta del món,2024,3709.0
el baix guinardo,Barri,No consta,2024,
can baro,Barri,Espanya,2024,7577.0
can baro,Barri,Resta de la Unió Europea,2024,566.0
can baro,Barri,Resta del món,2024,1381.0
can baro,Barri,No consta,2024,
el guinardo,Barri,Espanya,2024,30417.0
el guinardo,Barri,Resta de la Unió Europea,2024,2037.0
el guinardo,Barri,Resta del món,2024,5696.0
el guinardo,Barri,No consta,2024,
la font den fargues,Barri,Espanya,2024,8792.0
la font den fargues,Barri,Resta de la Unió Europea,2024,338.0
la font den fargues,Barri,Resta del món,2024,707.0
la font den fargues,Barri,No consta,2024,
el carmel,Barri,Espanya,2024,25870.0
el carmel,Barri,Resta de la Unió Europea,2024,1193.0
el carmel,Barri,Resta del món,2024,5971.0
el carmel,Barri,No consta,2024,
la teixonera,Barri,Espanya,2024,9818.0
la teixonera,Barri,Resta de la Unió Europea,2024,486.0
la teixonera,Barri,Resta del món,2024,2128.0
la teixonera,Barri,No consta,2024,
sant genis dels agudells,Barri,Espanya,2024,5990.0
sant genis dels agudells,Barri,Resta de la Unió Europea,2024,275.0
sant genis dels agudells,Barri,Resta del món,2024,1501.0
sant genis dels agudells,Barri,No consta,2024,
montbau,Barri,Espanya,2024,4226.0
montbau,Barri,Resta de la Unió Europea,2024,196.0
montbau,Barri,Resta del món,2024,864.0
montbau,Barri,No consta,2024,
la vall dhebron,Barri,Espanya,2024,5184.0
la vall dhebron,Barri,Resta de la Unió Europea,2024,164.0
la vall dhebron,Barri,Resta del món,2024,541.0
la vall dhebron,Barri,No consta,2024,
la clota,Barri,Espanya,2024,730.0
la clota,Barri,Resta de la Unió Europea,2024,16.0
la clota,Barri,Resta del món,2024,95.0
horta,Barri,Espanya,2024,23704.0
horta,Barri,Resta de la Unió Europea,2024,787.0
horta,Barri,Resta del món,2024,6598.0
horta,Barri,No consta,2024,
vilapicina i la torre llobeta,Barri,Espanya,2024,21499.0
vilapicina i la torre llobeta,Barri,Resta de la Unió Europea,2024,734.0
vilapicina i la torre llobeta,Barri,Resta del món,2024,4057.0
vilapicina i la torre llobeta,Barri,No consta,2024,
porta,Barri,Espanya,2024,21505.0
porta,Barri,Resta de la Unió Europea,2024,696.0
porta,Barri,Resta del món,2024,9125.0
porta,Barri,No consta,2024,
el turo de la peira,Barri,Espanya,2024,12462.0
el turo de la peira,Barri,Resta de la Unió Europea,2024,367.0
el turo de la peira,Barri,Resta del món,2024,3987.0
el turo de la peira,Barri,No consta,2024,
can peguera,Barri,Espanya,2024,1963.0
can peguera,Barri,Resta de la Unió Europea,2024,28.0
can peguera,Barri,Resta del món,2024,189.0
la guineueta,Barri,Espanya,2024,13450.0
la guineueta,Barri,Resta de la Unió Europea,2024,286.0
la guineueta,Barri,Resta del món,2024,1636.0
la guineueta,Barri,No consta,2024,
canyelles,Barri,Espanya,2024,6211.0
canyelles,Barri,Resta de la Unió Europea,2024,59.0
canyelles,Barri,Resta del món,2024,526.0
canyelles,Barri,No consta,2024,
les roquetes,Barri,Espanya,2024,12320.0
les roquetes,Barri,Resta de la Unió Europea,2024,436.0
les roquetes,Barri,Resta del món,2024,4184.0
les roquetes,Barri,No consta,2024,
verdun,Barri,Espanya,2024,9908.0
verdun,Barri,Resta de la Unió Europea,2024,336.0
verdun,Barri,Resta del món,2024,2950.0
verdun,Barri,No consta,2024,
la prosperitat,Barri,Espanya,2024,21870.0
la prosperitat,Barri,Resta de la Unió Europea,2024,582.0
la prosperitat,Barri,Resta del món,2024,4838.0
la prosperitat,Barri,No consta,2024,
la trinitat nova,Barri,Espanya,2024,5806.0
la trinitat nova,Barri,Resta de la Unió Europea,2024,124.0
la trinitat nova,Barri,Resta del món,2024,1796.0
la trinitat nova,Barri,No consta,2024,
torre baro,Barri,Espanya,2024,2440.0
torre baro,Barri,Resta de la Unió Europea,2024,83.0
torre baro,Barri,Resta del món,2024,596.0
torre baro,Barri,No consta,2024,
ciutat meridiana,Barri,Espanya,2024,7644.0
ciutat meridiana,Barri,Resta de la Unió Europea,2024,166.0
ciutat meridiana,Barri,Resta del món,2024,3280.0
ciutat meridiana,Barri,No consta,2024,
vallbona,Barri,Espanya,2024,1187.0
vallbona,Barri,Resta de la Unió Europea,2024,24.0
vallbona,Barri,Resta del món,2024,225.0
vallbona,Barri,No consta,2024,
la trinitat vella,Barri,Espanya,2024,7394.0
la trinitat vella,Barri,Resta de la Unió Europea,2024,316.0
la trinitat vella,Barri,Resta del món,2024,2950.0
la trinitat vella,Barri,No consta,2024,
baro de viver,Barri,Espanya,2024,2188.0
baro de viver,Barri,Resta de la Unió Europea,2024,41.0
baro de viver,Barri,Resta del món,2024,383.0
baro de viver,Barri,No consta,2024,
el bon pastor,Barri,Espanya,2024,10870.0
el bon pastor,Barri,Resta de la Unió Europea,2024,338.0
el bon pastor,Barri,Resta del món,2024,4589.0
el bon pastor,Barri,No consta,2024,
sant andreu,Barri,Espanya,2024,51729.0
sant andreu,Barri,Resta de la Unió Europea,2024,1355.0
sant andreu,Barri,Resta del món,2024,5564.0
sant andreu,Barri,No consta,2024,
la sagrera,Barri,Espanya,2024,24563.0
la sagrera,Barri,Resta de la Unió Europea,2024,1102.0
la sagrera,Barri,Resta del món,2024,4724.0
la sagrera,Barri,No consta,2024,
el congres i els indians,Barri,Espanya,2024,12190.0
el congres i els indians,Barri,Resta de la Unió Europea,2024,584.0
el congres i els indians,Barri,Resta del món,2024,2169.0
el congres i els indians,Barri,No consta,2024,
navas,Barri,Espanya,2024,18221.0
navas,Barri,Resta de la Unió Europea,2024,986.0
navas,Barri,Resta del món,2024,3201.0
navas,Barri,No consta,2024,
el camp de larpa del clot,Barri,Espanya,2024,29710.0
el camp de larpa del clot,Barri,Resta de la Unió Europea,2024,2841.0
el camp de larpa del clot,Barri,Resta del món,2024,6503.0
el camp de larpa del clot,Barri,No consta,2024,6.0
el clot,Barri,Espanya,2024,21416.0
el clot,Barri,Resta de la Unió Europea,2024,1816.0
el clot,Barri,Resta del món,2024,3533.0
el clot,Barri,No consta,2024,
el parc i la llacuna del poblenou,Barri,Espanya,2024,12079.0
el parc i la llacuna del poblenou,Barri,Resta de la Unió Europea,2024,1929.0
el parc i la llacuna del poblenou,Barri,Resta del món,2024,3029.0
el parc i la llacuna del poblenou,Barri,No consta,2024,
la vila olimpica del poblenou,Barri,Espanya,2024,7181.0
la vila olimpica del poblenou,Barri,Resta de la Unió Europea,2024,1118.0
la vila olimpica del poblenou,Barri,Resta del món,2024,1063.0
la vila olimpica del poblenou,Barri,No consta,2024,
el poblenou,Barri,Espanya,2024,25779.0
el poblenou,Barri,Resta de la Unió Europea,2024,4005.0
el poblenou,Barri,Resta del món,2024,4775.0
el poblenou,Barri,No consta,2024,
diagonal mar i el front maritim del poblenou,Barri,Espanya,2024,10240.0
diagonal mar i el front maritim del poblenou,Barri,Resta de la Unió Europea,2024,1254.0
diagonal mar i el front maritim del poblenou,Barri,Resta del món,2024,1998.0
diagonal mar i el front maritim del poblenou,Barri,No consta,2024,
el besos i el maresme,Barri,Espanya,2024,17484.0
el besos i el maresme,Barri,Resta de la Unió Europea,2024,1193.0
el besos i el maresme,Barri,Resta del món,2024,11801.0
el besos i el maresme,Barri,No consta,2024,7.0
provencals del poblenou,Barri,Espanya,2024,17090.0
provencals del poblenou,Barri,Resta de la Unió Europea,2024,1360.0
provencals del poblenou,Barri,Resta del món,2024,3060.0
provencals del poblenou,Barri,No consta,2024,
sant marti de provencals,Barri,Espanya,2024,21602.0
sant marti de provencals,Barri,Resta de la Unió Europea,2024,993.0
sant marti de provencals,Barri,Resta del món,2024,3974.0
sant marti de provencals,Barri,No consta,2024,6.0
la verneda i la pau,Barri,Espanya,2024,24257.0
la verneda i la pau,Barri,Resta de la Unió Europea,2024,908.0
la verneda i la pau,Barri,Resta del món,2024,5178.0
la verneda i la pau,Barri,No consta,2024,
el raval,Barri,Espanya,2025,23364.0
el raval,Barri,Resta de la Unió Europea,2025,5064.0
el raval,Barri,Resta del món,2025,21471.0
el raval,Barri,No consta,2025,18.0
el barri gotic,Barri,Espanya,2025,8903.0
el barri gotic,Barri,Resta de la Unió Europea,2025,3415.0
el barri gotic,Barri,Resta del món,2025,15552.0
el barri gotic,Barri,No consta,2025,8.0
la barceloneta,Barri,Espanya,2025,8199.0
la barceloneta,Barri,Resta de la Unió Europea,2025,2753.0
la barceloneta,Barri,Resta del món,2025,3793.0
la barceloneta,Barri,No consta,2025,
sant pere santa caterina i la ribera,Barri,Espanya,2025,11667.0
sant pere santa caterina i la ribera,Barri,Resta de la Unió Europea,2025,4565.0
sant pere santa caterina i la ribera,Barri,Resta del món,2025,6526.0
sant pere santa caterina i la ribera,Barri,No consta,2025,9.0
el fort pienc,Barri,Espanya,2025,23397.0
el fort pienc,Barri,Resta de la Unió Europea,2025,4039.0
el fort pienc,Barri,Resta del món,2025,9175.0
el fort pienc,Barri,No consta,2025,10.0
la sagrada familia,Barri,Espanya,2025,37982.0
la sagrada familia,Barri,Resta de la Unió Europea,2025,5008.0
la sagrada familia,Barri,Resta del món,2025,10555.0
la sagrada familia,Barri,No consta,2025,10.0
la dreta de leixample,Barri,Espanya,2025,30740.0
la dreta de leixample,Barri,Resta de la Unió Europea,2025,6364.0
la dreta de leixample,Barri,Resta del món,2025,8546.0
la dreta de leixample,Barri,No consta,2025,17.0
lantiga esquerra de leixample,Barri,Espanya,2025,30495.0
lantiga esquerra de leixample,Barri,Resta de la Unió Europea,2025,4932.0
lantiga esquerra de leixample,Barri,Resta del món,2025,8577.0
lantiga esquerra de leixample,Barri,No consta,2025,17.0
la nova esquerra de leixample,Barri,Espanya,2025,44517.0
la nova esquerra de leixample,Barri,Resta de la Unió Europea,2025,4653.0
la nova esquerra de leixample,Barri,Resta del món,2025,9930.0
la nova esquerra de leixample,Barri,No consta,2025,22.0
sant antoni,Barri,Espanya,2025,27886.0
sant antoni,Barri,Resta de la Unió Europea,2025,3807.0
sant antoni,Barri,Resta del món,2025,7522.0
sant antoni,Barri,No consta,2025,8.0
el poble sec,Barri,Espanya,2025,25332.0
el poble sec,Barri,Resta de la Unió Europea,2025,4542.0
el poble sec,Barri,Resta del món,2025,10420.0
el poble sec,Barri,No consta,2025,6.0
la marina del prat vermell,Barri,Espanya,2025,2149.0
la marina del prat vermell,Barri,Resta de la Unió Europea,2025,214.0
la marina del prat vermell,Barri,Resta del món,2025,513.0
la marina del prat vermell,Barri,No consta,2025,
la marina de port,Barri,Espanya,2025,24805.0
la marina de port,Barri,Resta de la Unió Europea,2025,997.0
la marina de port,Barri,Resta del món,2025,5843.0
la marina de port,Barri,No consta,2025,
la font de la guatlla,Barri,Espanya,2025,7854.0
la font de la guatlla,Barri,Resta de la Unió Europea,2025,753.0
la font de la guatlla,Barri,Resta del món,2025,2250.0
la font de la guatlla,Barri,No consta,2025,
hostafrancs,Barri,Espanya,2025,11506.0
hostafrancs,Barri,Resta de la Unió Europea,2025,1360.0
hostafrancs,Barri,Resta del món,2025,3931.0
hostafrancs,Barri,No consta,2025,
la bordeta,Barri,Espanya,2025,16355.0
la bordeta,Barri,Resta de la Unió Europea,2025,985.0
la bordeta,Barri,Resta del món,2025,3895.0
la bordeta,Barri,No consta,2025,7.0
